Code	Repository	GeneName	GeneSymbol	MotifLength
IRX3.SwissRegulon	SwissRegulon	IRX3	IRX3	17
IRX4.SwissRegulon	SwissRegulon	IRX4	IRX4	17
IRX5.SwissRegulon	SwissRegulon	IRX5	IRX5	17
IRX6.SwissRegulon	SwissRegulon	IRX6	IRX6	17
ISL1.SwissRegulon	SwissRegulon	ISL1	ISL1	7
ISL2.SwissRegulon	SwissRegulon	ISL2	ISL2	16
ISX.SwissRegulon	SwissRegulon	ISX	ISX	16
JDP2.SwissRegulon	SwissRegulon	JDP2	JDP2	9
JUNB.SwissRegulon	SwissRegulon	JUNB	JUNB	8
JUND.SwissRegulon	SwissRegulon	JUND	JUND	15
JUN.SwissRegulon	SwissRegulon	JUN	JUN	12
KLF12.SwissRegulon	SwissRegulon	KLF12	KLF12	7
KLF15.SwissRegulon	SwissRegulon	KLF15	KLF15	17
KLF1.SwissRegulon	SwissRegulon	KLF1	KLF1	11
KLF3.SwissRegulon	SwissRegulon	KLF3	KLF3	15
KLF4.SwissRegulon	SwissRegulon	KLF4	KLF4	10
KLF6.SwissRegulon	SwissRegulon	KLF6	KLF6	8
KLF7.SwissRegulon	SwissRegulon	KLF7	KLF7	17
KLF8.SwissRegulon	SwissRegulon	KLF8	KLF8	9
LEF1.SwissRegulon	SwissRegulon	LEF1	LEF1	7
LHX1.SwissRegulon	SwissRegulon	LHX1	LHX1	17
LHX2.SwissRegulon	SwissRegulon	LHX2	LHX2	13
LHX3.SwissRegulon	SwissRegulon	LHX3	LHX3	13
LHX4.SwissRegulon	SwissRegulon	LHX4	LHX4	8
LHX5.SwissRegulon	SwissRegulon	LHX5	LHX5	17
LHX6.SwissRegulon	SwissRegulon	LHX6	LHX6	17
LHX8.SwissRegulon	SwissRegulon	LHX8	LHX8	12
LHX9.SwissRegulon	SwissRegulon	LHX9	LHX9	17
LMX1A.SwissRegulon	SwissRegulon	LMX1A	LMX1A	17
MAFA.SwissRegulon	SwissRegulon	MAFA	MAFA	21
MAFB.SwissRegulon	SwissRegulon	MAFB	MAFB	8
MAFF.SwissRegulon|M04215	SwissRegulon|TRANSFAC_v2017.1	MAFF|MAFF	MAFF	15
MAFK.SwissRegulon	SwissRegulon	MAFK	MAFK	15
MAF.SwissRegulon	SwissRegulon	MAF	MAF	8
MAZ.SwissRegulon	SwissRegulon	MAZ	MAZ	17
MBD2.SwissRegulon	SwissRegulon	MBD2	MBD2	11
MECOM.SwissRegulon	SwissRegulon	MECOM	MECOM	14
MECP2.SwissRegulon	SwissRegulon	MECP2	MECP2	7
MEF2A.SwissRegulon	SwissRegulon	MEF2A	MEF2A	10
MEF2C.SwissRegulon	SwissRegulon	MEF2C	MEF2C	12
MEF2D.SwissRegulon	SwissRegulon	MEF2D	MEF2D	10
MEIS2.SwissRegulon	SwissRegulon	MEIS2	MEIS2	7
MEIS3.SwissRegulon|M04031	SwissRegulon|TRANSFAC_v2017.1	MEIS3|MEIS3	MEIS3	12
MEOX2.SwissRegulon	SwissRegulon	MEOX2	MEOX2	8
MESP1.SwissRegulon|M04177	SwissRegulon|TRANSFAC_v2017.1	MESP1|MESP1	MESP1	10
MITF.SwissRegulon	SwissRegulon	MITF	MITF	10
MLXIPL.SwissRegulon	SwissRegulon	MLXIPL	MLXIPL	19
MSX1.SwissRegulon	SwissRegulon	MSX1	MSX1	18
MSX2.SwissRegulon	SwissRegulon	MSX2	MSX2	17
MTA3.SwissRegulon	SwissRegulon	MTA3	MTA3	10
MTF1.SwissRegulon	SwissRegulon	MTF1	MTF1	14
MXI1.SwissRegulon	SwissRegulon	MXI1	MXI1	7
MYBL1.SwissRegulon	SwissRegulon	MYBL1	MYBL1	17
MYBL2.SwissRegulon	SwissRegulon	MYBL2	MYBL2	10
MYB.SwissRegulon	SwissRegulon	MYB	MYB	8
MYCN.SwissRegulon	SwissRegulon	MYCN	MYCN	8
MYC.SwissRegulon	SwissRegulon	MYC	MYC	14
MYOD1.SwissRegulon	SwissRegulon	MYOD1	MYOD1	9
MYOG.SwissRegulon	SwissRegulon	MYOG	MYOG	13
MZF1.SwissRegulon	SwissRegulon	MZF1	MZF1	9
NANOG.SwissRegulon|M01123	SwissRegulon|TRANSFAC_v2017.1	NANOG|Nanog	NANOG	12
NEUROD1.SwissRegulon	SwissRegulon	NEUROD1	NEUROD1	10
NEUROG2.SwissRegulon	SwissRegulon	NEUROG2	NEUROG2	10
NFAT5.SwissRegulon	SwissRegulon	NFAT5	NFAT5	15
NFATC1.SwissRegulon	SwissRegulon	NFATC1	NFATC1	10
NFATC3.SwissRegulon	SwissRegulon	NFATC3	NFATC3	9
NFATC4.SwissRegulon	SwissRegulon	NFATC4	NFATC4	10
NFE2L1.SwissRegulon	SwissRegulon	NFE2L1	NFE2L1	7
NFE2.SwissRegulon	SwissRegulon	NFE2	NFE2	19
NFIB.SwissRegulon|NFIX.SwissRegulon	SwissRegulon|SwissRegulon	NFIB|NFIX	NFIB|NFIX	7
NFIC.SwissRegulon	SwissRegulon	NFIC	NFIC	16
NFIL3.SwissRegulon|M04223	SwissRegulon|TRANSFAC_v2017.1	NFIL3|NFIL3	NFIL3	12
NFKB1.SwissRegulon	SwissRegulon	NFKB1	NFKB1	11
NFYA.SwissRegulon	SwissRegulon	NFYA	NFYA	13
NFYB.SwissRegulon	SwissRegulon	NFYB	NFYB	15
NFYC.SwissRegulon	SwissRegulon	NFYC	NFYC	16
NHLH1.SwissRegulon	SwissRegulon	NHLH1	NHLH1	12
NKX1-1.SwissRegulon	SwissRegulon	NKX1-1	NKX1-1	17
NKX1-2.SwissRegulon	SwissRegulon	NKX1-2	NKX1-2	17
NKX2-1.SwissRegulon	SwissRegulon	NKX2-1	NKX2-1	10
NKX2-2.SwissRegulon	SwissRegulon	NKX2-2	NKX2-2	10
NKX2-3.SwissRegulon	SwissRegulon	NKX2-3	NKX2-3	16
NKX2-4.SwissRegulon	SwissRegulon	NKX2-4	NKX2-4	10
NKX2-5.SwissRegulon	SwissRegulon	NKX2-5	NKX2-5	10
NKX2-6.SwissRegulon	SwissRegulon	NKX2-6	NKX2-6	16
NKX2-8.SwissRegulon	SwissRegulon	NKX2-8	NKX2-8	9
NKX3-1.SwissRegulon	SwissRegulon	NKX3-1	NKX3-1	17
NKX3-2.SwissRegulon	SwissRegulon	NKX3-2	NKX3-2	9
NKX6-1.SwissRegulon	SwissRegulon	NKX6-1	NKX6-1	8
NKX6-2.SwissRegulon	SwissRegulon	NKX6-2	NKX6-2	13
NKX6-3.SwissRegulon	SwissRegulon	NKX6-3	NKX6-3	17
NOBOX.SwissRegulon	SwissRegulon	NOBOX	NOBOX	17
NR0B1.SwissRegulon	SwissRegulon	NR0B1	NR0B1	10
NR1D1.SwissRegulon	SwissRegulon	NR1D1	NR1D1	16
NR1H2.SwissRegulon	SwissRegulon	NR1H2	NR1H2	16
NR1H4.SwissRegulon	SwissRegulon	NR1H4	NR1H4	14
NR1I2.SwissRegulon	SwissRegulon	NR1I2	NR1I2	8
NR1I3.SwissRegulon	SwissRegulon	NR1I3	NR1I3	18
NR2C1.SwissRegulon	SwissRegulon	NR2C1	NR2C1	13
NR2C2.SwissRegulon	SwissRegulon	NR2C2	NR2C2	14
NR2E1.SwissRegulon|M04470	SwissRegulon|TRANSFAC_v2017.1	NR2E1|NR2E1	NR2E1	9
NR2E3.SwissRegulon	SwissRegulon	NR2E3	NR2E3	7
NR2F2.SwissRegulon	SwissRegulon	NR2F2	NR2F2	16
NR2F6.SwissRegulon	SwissRegulon	NR2F6	NR2F6	14
NR3C1.SwissRegulon	SwissRegulon	NR3C1	NR3C1	15
NR4A1.SwissRegulon	SwissRegulon	NR4A1	NR4A1	12
NR4A3.SwissRegulon	SwissRegulon	NR4A3	NR4A3	10
NR5A2.SwissRegulon	SwissRegulon	NR5A2	NR5A2	10
NR6A1.SwissRegulon	SwissRegulon	NR6A1	NR6A1	13
NRF1.SwissRegulon	SwissRegulon	NRF1	NRF1	12
OLIG2.SwissRegulon	SwissRegulon	OLIG2	OLIG2	10
ONECUT1.SwissRegulon	SwissRegulon	ONECUT1	ONECUT1	10
ONECUT2.SwissRegulon	SwissRegulon	ONECUT2	ONECUT2	12
OSR1.SwissRegulon	SwissRegulon	OSR1	OSR1	16
OSR2.SwissRegulon	SwissRegulon	OSR2	OSR2	16
OTP.SwissRegulon	SwissRegulon	OTP	OTP	17
OTX1.SwissRegulon|M04418	SwissRegulon|TRANSFAC_v2017.1	OTX1|OTX1	OTX1	15
PATZ1.SwissRegulon	SwissRegulon	PATZ1	PATZ1	13
PAX2.SwissRegulon	SwissRegulon	PAX2	PAX2	8
PAX3.SwissRegulon	SwissRegulon	PAX3	PAX3	21
PAX4.SwissRegulon	SwissRegulon	PAX4	PAX4	30
PAX5.SwissRegulon	SwissRegulon	PAX5	PAX5	8
PAX6.SwissRegulon	SwissRegulon	PAX6	PAX6	14
PAX7.SwissRegulon	SwissRegulon	PAX7	PAX7	17
PAX8.SwissRegulon	SwissRegulon	PAX8	PAX8	18
PBX2.SwissRegulon	SwissRegulon	PBX2	PBX2	15
PBX3.SwissRegulon	SwissRegulon	PBX3	PBX3	12
PDX1.SwissRegulon	SwissRegulon	PDX1	PDX1	9
PGR.SwissRegulon	SwissRegulon	PGR	PGR	7
PHOX2B.SwissRegulon	SwissRegulon	PHOX2B	PHOX2B	17
PITX1.SwissRegulon	SwissRegulon	PITX1	PITX1	11
PITX2.SwissRegulon	SwissRegulon	PITX2	PITX2	10
PKNOX1.SwissRegulon	SwissRegulon	PKNOX1	PKNOX1	16
PKNOX2.SwissRegulon	SwissRegulon	PKNOX2	PKNOX2	16
PLAGL1.SwissRegulon	SwissRegulon	PLAGL1	PLAGL1	10
PML.SwissRegulon	SwissRegulon	PML	PML	19
POU1F1.SwissRegulon	SwissRegulon	POU1F1	POU1F1	17
POU2F1.SwissRegulon	SwissRegulon	POU2F1	POU2F1	22
POU2F2.SwissRegulon	SwissRegulon	POU2F2	POU2F2	13
POU2F3.SwissRegulon	SwissRegulon	POU2F3	POU2F3	16
POU3F2.SwissRegulon	SwissRegulon	POU3F2	POU3F2	15
POU3F3.SwissRegulon|M04081	SwissRegulon|TRANSFAC_v2017.1	POU3F3|POU3F3	POU3F3	12
POU3F4.SwissRegulon|M04084	SwissRegulon|TRANSFAC_v2017.1	POU3F4|POU3F4	POU3F4	11
POU4F2.SwissRegulon	SwissRegulon	POU4F2	POU4F2	13
POU5F1.SwissRegulon	SwissRegulon	POU5F1	POU5F1	7
POU6F1.SwissRegulon	SwissRegulon	POU6F1	POU6F1	17
PPARA.SwissRegulon	SwissRegulon	PPARA	PPARA	7
PPARD.SwissRegulon	SwissRegulon	PPARD	PPARD	14
PPARG.SwissRegulon	SwissRegulon	PPARG	PPARG	20
PRDM14.SwissRegulon	SwissRegulon	PRDM14	PRDM14	12
PRDM1.SwissRegulon	SwissRegulon	PRDM1	PRDM1	13
PRDM4.SwissRegulon|M04508	SwissRegulon|TRANSFAC_v2017.1	PRDM4|PRDM4	PRDM4	13
PROP1.SwissRegulon|M04430	SwissRegulon|TRANSFAC_v2017.1	PROP1|Prop-1	PROP1	11
PRRX1.SwissRegulon|M04432	SwissRegulon|TRANSFAC_v2017.1	PRRX1|PRRX1	PRRX1	11
PRRX2.SwissRegulon	SwissRegulon	PRRX2	PRRX2	5
PTF1A.SwissRegulon	SwissRegulon	PTF1A	PTF1A	21
RAD21.SwissRegulon	SwissRegulon	RAD21	RAD21	19
RARA.SwissRegulon	SwissRegulon	RARA	RARA	16
RARB.SwissRegulon|M04573	SwissRegulon|TRANSFAC_v2017.1	RARB|RARB	RARB	16
RARG.SwissRegulon	SwissRegulon	RARG	RARG	7
RAX.SwissRegulon	SwissRegulon	RAX	RAX	17
RBPJ.SwissRegulon	SwissRegulon	RBPJ	RBPJ	9
RCOR1.SwissRegulon	SwissRegulon	RCOR1	RCOR1	10
RELA.SwissRegulon	SwissRegulon	RELA	RELA	11
RELB.SwissRegulon	SwissRegulon	RELB	RELB	12
REST.SwissRegulon	SwissRegulon	REST	REST	21
RFX1.SwissRegulon	SwissRegulon	RFX1	RFX1	12
RFX2.SwissRegulon	SwissRegulon	RFX2	RFX2	18
RFX3.SwissRegulon	SwissRegulon	RFX3	RFX3	16
RFX4.SwissRegulon|M04100	SwissRegulon|TRANSFAC_v2017.1	RFX4|RFX4	RFX4	15
RFX5.SwissRegulon	SwissRegulon	RFX5	RFX5	20
RFX7.SwissRegulon	SwissRegulon	RFX7	RFX7	15
RHOXF2.SwissRegulon	SwissRegulon	RHOXF2	RHOXF2	17
RORC.SwissRegulon	SwissRegulon	RORC	RORC	13
RREB1.SwissRegulon	SwissRegulon	RREB1	RREB1	22
RUNX1.SwissRegulon	SwissRegulon	RUNX1	RUNX1	11
RUNX2.SwissRegulon	SwissRegulon	RUNX2	RUNX2	9
RUNX3.SwissRegulon	SwissRegulon	RUNX3	RUNX3	9
RXRA.SwissRegulon	SwissRegulon	RXRA	RXRA	14
RXRB.SwissRegulon	SwissRegulon	RXRB	RXRB	10
RXRG.SwissRegulon	SwissRegulon	RXRG	RXRG	10
SHOX2.SwissRegulon	SwissRegulon	SHOX2	SHOX2	17
SHOX.SwissRegulon|M04440	SwissRegulon|TRANSFAC_v2017.1	SHOX|SHOX	SHOX	8
SIN3A.SwissRegulon	SwissRegulon	SIN3A	SIN3A	19
SIX1.SwissRegulon	SwissRegulon	SIX1	SIX1	17
SIX2.SwissRegulon	SwissRegulon	SIX2	SIX2	17
SIX3.SwissRegulon	SwissRegulon	SIX3	SIX3	17
SIX4.SwissRegulon	SwissRegulon	SIX4	SIX4	17
SIX5.SwissRegulon	SwissRegulon	SIX5	SIX5	19
SIX6.SwissRegulon	SwissRegulon	SIX6	SIX6	17
SMAD1.SwissRegulon	SwissRegulon	SMAD1	SMAD1	12
SMAD2.SwissRegulon	SwissRegulon	SMAD2	SMAD2	11
SMAD3.SwissRegulon	SwissRegulon	SMAD3	SMAD3	17
SMAD4.SwissRegulon	SwissRegulon	SMAD4	SMAD4	9
SMARCC1.SwissRegulon	SwissRegulon	SMARCC1	SMARCC1	9
SMARCC2.SwissRegulon	SwissRegulon	SMARCC2	SMARCC2	14
SMC3.SwissRegulon	SwissRegulon	SMC3	SMC3	19
SNAI1.SwissRegulon	SwissRegulon	SNAI1	SNAI1	8
SOX11.SwissRegulon	SwissRegulon	SOX11	SOX11	14
SOX12.SwissRegulon	SwissRegulon	SOX12	SOX12	14
SOX13.SwissRegulon	SwissRegulon	SOX13	SOX13	16
SOX14.SwissRegulon	SwissRegulon	SOX14	SOX14	15
SOX15.SwissRegulon	SwissRegulon	SOX15	SOX15	7
SOX17.SwissRegulon	SwissRegulon	SOX17	SOX17	18
SOX18.SwissRegulon	SwissRegulon	SOX18	SOX18	19
SOX1.SwissRegulon	SwissRegulon	SOX1	SOX1	14
SOX21.SwissRegulon|M04538	SwissRegulon|TRANSFAC_v2017.1	SOX21|Sox-21	SOX21	13
SOX2.SwissRegulon	SwissRegulon	SOX2	SOX2	8
SOX30.SwissRegulon	SwissRegulon	SOX30	SOX30	16
SOX3.SwissRegulon	SwissRegulon	SOX3	SOX3	8
SOX4.SwissRegulon	SwissRegulon	SOX4	SOX4	17
SOX5.SwissRegulon	SwissRegulon	SOX5	SOX5	7
SOX6.SwissRegulon	SwissRegulon	SOX6	SOX6	10
SOX7.SwissRegulon|M04545	SwissRegulon|TRANSFAC_v2017.1	SOX7|Sox-7	SOX7	17
SOX8.SwissRegulon	SwissRegulon	SOX8	SOX8	14
SOX9.SwissRegulon	SwissRegulon	SOX9	SOX9	9
SP100.SwissRegulon	SwissRegulon	SP100	SP100	14
SP1.SwissRegulon	SwissRegulon	SP1	SP1	11
SP2.SwissRegulon	SwissRegulon	SP2	SP2	17
SP3.SwissRegulon	SwissRegulon	SP3	SP3	20
SP4.SwissRegulon	SwissRegulon	SP4	SP4	24
SPDEF.SwissRegulon	SwissRegulon	SPDEF	SPDEF	11
SPIB.SwissRegulon	SwissRegulon	SPIB	SPIB	12
SPIC.SwissRegulon	SwissRegulon	SPIC	SPIC	14
SREBF1.SwissRegulon	SwissRegulon	SREBF1	SREBF1	10
SREBF2.SwissRegulon	SwissRegulon	SREBF2	SREBF2	12
SRF.SwissRegulon	SwissRegulon	SRF	SRF	12
SRY.SwissRegulon	SwissRegulon	SRY	SRY	9
STAT1.SwissRegulon	SwissRegulon	STAT1	STAT1	14
STAT2.SwissRegulon	SwissRegulon	STAT2	STAT2	15
STAT3.SwissRegulon	SwissRegulon	STAT3	STAT3	10
STAT4.SwissRegulon	SwissRegulon	STAT4	STAT4	13
STAT5A.SwissRegulon	SwissRegulon	STAT5A	STAT5A	12
STAT5B.SwissRegulon	SwissRegulon	STAT5B	STAT5B	27
STAT6.SwissRegulon	SwissRegulon	STAT6	STAT6	12
TAF1.SwissRegulon	SwissRegulon	TAF1	TAF1	11
TAL1.SwissRegulon	SwissRegulon	TAL1	TAL1	8
TBL1XR1.SwissRegulon	SwissRegulon	TBL1XR1	TBL1XR1	15
TBX20.SwissRegulon|M04569	SwissRegulon|TRANSFAC_v2017.1	TBX20|TBX20	TBX20	16
TBX3.SwissRegulon	SwissRegulon	TBX3	TBX3	24
TBX5.SwissRegulon	SwissRegulon	TBX5	TBX5	8
TCF12.SwissRegulon	SwissRegulon	TCF12	TCF12	11
TCF21.SwissRegulon	SwissRegulon	TCF21	TCF21	14
TCF3.SwissRegulon	SwissRegulon	TCF3	TCF3	10
TCF4.SwissRegulon	SwissRegulon	TCF4	TCF4	9
TCF7L1.SwissRegulon	SwissRegulon	TCF7L1	TCF7L1	12
TCF7L2.SwissRegulon	SwissRegulon	TCF7L2	TCF7L2	11
TCF7.SwissRegulon	SwissRegulon	TCF7	TCF7	12
TEAD1.SwissRegulon	SwissRegulon	TEAD1	TEAD1	12
TEAD4.SwissRegulon	SwissRegulon	TEAD4	TEAD4	12
TFAP2C.SwissRegulon|M04152	SwissRegulon|TRANSFAC_v2017.1	TFAP2C|TFAP2C	TFAP2C	12
TFAP2D.SwissRegulon	SwissRegulon	TFAP2D	TFAP2D	14
TFAP2E.SwissRegulon	SwissRegulon	TFAP2E	TFAP2E	15
TFAP4.SwissRegulon	SwissRegulon	TFAP4	TFAP4	10
TFCP2L1.SwissRegulon	SwissRegulon	TFCP2L1	TFCP2L1	14
TFDP1.SwissRegulon	SwissRegulon	TFDP1	TFDP1	6
TFE3.SwissRegulon	SwissRegulon	TFE3	TFE3	10
TFEB.SwissRegulon	SwissRegulon	TFEB	TFEB	9
TGIF1.SwissRegulon	SwissRegulon	TGIF1	TGIF1	11
TGIF2LX.SwissRegulon|M04040	SwissRegulon|TRANSFAC_v2017.1	TGIF2LX|TGIF2LX	TGIF2LX	12
TGIF2.SwissRegulon	SwissRegulon	TGIF2	TGIF2	16
THRA.SwissRegulon	SwissRegulon	THRA	THRA	10
THRB.SwissRegulon|M04496	SwissRegulon|TRANSFAC_v2017.1	THRB|THRB	THRB	19
TLX1.SwissRegulon	SwissRegulon	TLX1	TLX1	14
TLX2.SwissRegulon	SwissRegulon	TLX2	TLX2	10
TP53.SwissRegulon	SwissRegulon	TP53	TP53	20
TP63.SwissRegulon	SwissRegulon	TP63	TP63	20
TP73.SwissRegulon	SwissRegulon	TP73	TP73	12
TWIST1.SwissRegulon	SwissRegulon	TWIST1	TWIST1	10
T.SwissRegulon	SwissRegulon	T	T	11
UBP1.SwissRegulon	SwissRegulon	UBP1	UBP1	7
USF1.SwissRegulon	SwissRegulon	USF1	USF1	10
USF2.SwissRegulon	SwissRegulon	USF2	USF2	8
VAX1.SwissRegulon	SwissRegulon	VAX1	VAX1	16
VAX2.SwissRegulon	SwissRegulon	VAX2	VAX2	16
VSX1.SwissRegulon|M04450	SwissRegulon|TRANSFAC_v2017.1	VSX1|VSX1	VSX1	11
WRNIP1.SwissRegulon	SwissRegulon	WRNIP1	WRNIP1	12
WT1.SwissRegulon	SwissRegulon	WT1	WT1	13
XBP1.SwissRegulon	SwissRegulon	XBP1	XBP1	11
YBX1.SwissRegulon	SwissRegulon	YBX1	YBX1	11
YY1.SwissRegulon	SwissRegulon	YY1	YY1	6
YY2.SwissRegulon|M03925	SwissRegulon|TRANSFAC_v2017.1	YY2|YY2	YY2	11
ZBTB12.SwissRegulon	SwissRegulon	ZBTB12	ZBTB12	15
ZBTB14.SwissRegulon	SwissRegulon	ZBTB14	ZBTB14	13
ZBTB16.SwissRegulon	SwissRegulon	ZBTB16	ZBTB16	29
ZBTB18.SwissRegulon	SwissRegulon	ZBTB18	ZBTB18	13
ZBTB33.SwissRegulon	SwissRegulon	ZBTB33	ZBTB33	12
ZBTB3.SwissRegulon	SwissRegulon	ZBTB3	ZBTB3	17
ZBTB49.SwissRegulon|M04509	SwissRegulon|TRANSFAC_v2017.1	ZBTB49|ZBTB49	ZBTB49	17
ZBTB4.SwissRegulon	SwissRegulon	ZBTB4	ZBTB4	15
ZBTB6.SwissRegulon	SwissRegulon	ZBTB6	ZBTB6	13
ZBTB7B.SwissRegulon	SwissRegulon	ZBTB7B	ZBTB7B	22
ZEB1.SwissRegulon	SwissRegulon	ZEB1	ZEB1	8
ZFHX3.SwissRegulon	SwissRegulon	ZFHX3	ZFHX3	11
ZFX.SwissRegulon	SwissRegulon	ZFX	ZFX	14
ZIC1.SwissRegulon	SwissRegulon	ZIC1	ZIC1	15
ZIC2.SwissRegulon	SwissRegulon	ZIC2	ZIC2	9
ZIC3.SwissRegulon	SwissRegulon	ZIC3	ZIC3	15
ZKSCAN1.SwissRegulon	SwissRegulon	ZKSCAN1	ZKSCAN1	12
ZKSCAN3.SwissRegulon|M03935	SwissRegulon|TRANSFAC_v2017.1	ZKSCAN3|ZKSCAN3	ZKSCAN3	14
ZNF143.SwissRegulon	SwissRegulon	ZNF143	ZNF143	15
ZNF148.SwissRegulon	SwissRegulon	ZNF148	ZNF148	16
ZNF219.SwissRegulon	SwissRegulon	ZNF219	ZNF219	12
ZNF232.SwissRegulon|M04510	SwissRegulon|TRANSFAC_v2017.1	ZNF232|ZNF232	ZNF232	19
ZNF263.SwissRegulon	SwissRegulon	ZNF263	ZNF263	10
ZNF274.SwissRegulon	SwissRegulon	ZNF274	ZNF274	20
ZNF281.SwissRegulon	SwissRegulon	ZNF281	ZNF281	15
ZNF282.SwissRegulon|M04511	SwissRegulon|TRANSFAC_v2017.1	ZNF282|ZNF282	ZNF282	17
ZNF333.SwissRegulon	SwissRegulon	ZNF333	ZNF333	9
ZNF350.SwissRegulon	SwissRegulon	ZNF350	ZNF350	24
ZNF35.SwissRegulon	SwissRegulon	ZNF35	ZNF35	15
ZNF384.SwissRegulon	SwissRegulon	ZNF384	ZNF384	12
ZNF423.SwissRegulon	SwissRegulon	ZNF423	ZNF423	15
ZNF524.SwissRegulon|M03938	SwissRegulon|TRANSFAC_v2017.1	ZNF524|ZNF524	ZNF524	14
ZNF652.SwissRegulon	SwissRegulon	ZNF652	ZNF652	13
ZNF691.SwissRegulon	SwissRegulon	ZNF691	ZNF691	17
ZNF711.SwissRegulon	SwissRegulon	ZNF711	ZNF711	8
ZNF784.SwissRegulon|M03941	SwissRegulon|TRANSFAC_v2017.1	ZNF784|ZNF784	ZNF784	10
ZNF8.SwissRegulon	SwissRegulon	ZNF8	ZNF8	17
ZSCAN4.SwissRegulon|M03942	SwissRegulon|TRANSFAC_v2017.1	ZSCAN4|ZSCAN4	ZSCAN4	15
M00001	TRANSFAC_v2017.1	MyoD	MYOD1	12
M00002	TRANSFAC_v2017.1	E47	TCF3	15
M00004	TRANSFAC_v2017.1	c-Myb	MYB	18
M00005	TRANSFAC_v2017.1	AP-4	TFAP4	18
M00006	TRANSFAC_v2017.1	MEF-2A	MEF2A	16
M00007	TRANSFAC_v2017.1	Elk-1	ELK1	16
M00008	TRANSFAC_v2017.1	Sp1	SP1	10
M00011	TRANSFAC_v2017.1	Evi-1	MECOM	9
M00017	TRANSFAC_v2017.1	ATF	GDNF|PLAU	14
M00023	TRANSFAC_v2017.1	HOXA5(Hox-1.3)	HOXA5	30
M00024	TRANSFAC_v2017.1	E2F-1	E2F1	15
M00025	TRANSFAC_v2017.1	Elk-1	ELK1	14
M00026	TRANSFAC_v2017.1	RSRFC4	MEF2A	16
M00032	TRANSFAC_v2017.1	c-Ets-1(p54)	ETS1	10
M00033	TRANSFAC_v2017.1	p300	EP300	14
M00034	TRANSFAC_v2017.1	p53	TP53	20
M00037	TRANSFAC_v2017.1	NF-E2	NFE2	11
M00039	TRANSFAC_v2017.1	CREB	CREB1|CREB3|CREB5|ATF4	8
M00040	TRANSFAC_v2017.1	ATF-2	ATF2	8
M00041	TRANSFAC_v2017.1	ATF2:c-Jun	ATF2:JUN	8
M00042	TRANSFAC_v2017.1	Sox-5	SOX5	10
M00045	TRANSFAC_v2017.1	E4BP4	NFIL3	12
M00050	TRANSFAC_v2017.1	E2F	E2F1|E2F2|E2F3|E2F4	8
M00053	TRANSFAC_v2017.1	c-Rel	REL	10
M00054	TRANSFAC_v2017.1	NF-kappaB	NFKB1	10
M00055	TRANSFAC_v2017.1	N-Myc	MYCN	12
M00058	TRANSFAC_v2017.1	HEN1	HENMT1|NHLH1	22
M00059	TRANSFAC_v2017.1	YY1	YY1	17
M00062	TRANSFAC_v2017.1	IRF-1	IRF1	13
M00063	TRANSFAC_v2017.1	IRF-2	IRF2	13
M00068	TRANSFAC_v2017.1	HEN1	HENMT1|NHLH1	22
M00069	TRANSFAC_v2017.1	YY1	YY1	20
M00071	TRANSFAC_v2017.1	E47	TCF3	16
M00072	TRANSFAC_v2017.1	CP2	TFCP2	11
M00073	TRANSFAC_v2017.1	deltaEF1	DEFA1	11
M00074	TRANSFAC_v2017.1	c-Ets-1(p54)	ETS1	13
M00075	TRANSFAC_v2017.1	GATA-1	GATA1	10
M00076	TRANSFAC_v2017.1	GATA-2	GATA2	10
M00077	TRANSFAC_v2017.1	GATA-3	GATA3	9
M00078	TRANSFAC_v2017.1	Evi-1	MECOM	16
M00079	TRANSFAC_v2017.1	Evi-1	MECOM	11
M00080	TRANSFAC_v2017.1	Evi-1	MECOM	11
M00081	TRANSFAC_v2017.1	Evi-1	MECOM	15
M00082	TRANSFAC_v2017.1	Evi-1	MECOM	11
M00083	TRANSFAC_v2017.1	MZF-1	ZSCAN1|MZF1	8
M00084	TRANSFAC_v2017.1	MZF-1	ZSCAN1|MZF1	13
M00085	TRANSFAC_v2017.1	ZID	ZBTB6	13
M00086	TRANSFAC_v2017.1	Ik-1	IKZF1|KCNN4	13
M00095	TRANSFAC_v2017.1	CDP	CUX1|NPPA	12
M00096	TRANSFAC_v2017.1	Pbx-1	PBX1	9
M00097	TRANSFAC_v2017.1	Pax-6	PAX6	21
M00098	TRANSFAC_v2017.1	Pax-2	PAX2	19
M00099	TRANSFAC_v2017.1	S8	PSMC5|RPS8	16
M00102	TRANSFAC_v2017.1	CDP	CUX1|NPPA	15
M00109	TRANSFAC_v2017.1	C/EBPbeta	CEBPB	14
M00113	TRANSFAC_v2017.1	CREB	CREB1|CREB3|CREB5|ATF4	12
M00116	TRANSFAC_v2017.1	C/EBPalpha	CEBPA	14
M00117	TRANSFAC_v2017.1	C/EBPbeta	CEBPB	14
M00118	TRANSFAC_v2017.1	c-Myc:Max	MAX:MYC	14
M00119	TRANSFAC_v2017.1	Max	MAX	14
M00121	TRANSFAC_v2017.1	USF	USF1|USF2	14
M00122	TRANSFAC_v2017.1	USF	USF1|USF2	14
M00123	TRANSFAC_v2017.1	c-Myc:Max	MAX:MYC	12
M00126	TRANSFAC_v2017.1	GATA-1	GATA1	14
M00127	TRANSFAC_v2017.1	GATA-1	GATA1	14
